	id	title	acceptance	difficulty
1139	1232	 Check If It Is a Straight Line	41.8	Easy
1140	1233	 Remove Sub-Folders from the Filesystem	65.2	Medium
1141	1234	 Replace the Substring for Balanced String	36.3	Medium
1142	1235	 Maximum Profit in Job Scheduling	50.9	Hard
1143	1236	 Web Crawler	65.7	Medium
1144	1237	 Find Positive Integer Solution for a Given Equation	69.3	Medium
1145	1238	 Circular Permutation in Binary Representation	68.2	Medium
1146	1239	 Maximum Length of a Concatenated String with Unique Characters	50.5	Medium
1147	1240	 Tiling a Rectangle with the Fewest Squares	53.7	Hard
1148	1243	 Array Transformation	50.5	Easy
1149	1244	 Design A Leaderboard	68.1	Medium
1150	1245	 Tree Diameter	62.1	Medium
1151	1246	 Palindrome Removal	45.9	Hard
1152	1247	 Minimum Swaps to Make Strings Equal	63.8	Medium
1153	1248	 Count Number of Nice Subarrays	58.7	Medium
1154	1249	 Minimum Remove to Make Valid Parentheses	65.7	Medium
1155	1250	 Check If It Is a Good Array	58.1	Hard
1156	1252	 Cells with Odd Values in a Matrix	78.5	Easy
1157	1253	 Reconstruct a 2-Row Binary Matrix	43.4	Medium
1158	1254	 Number of Closed Islands	63.5	Medium
1159	1255	 Maximum Score Words Formed by Letters	72.1	Hard
1160	1256	 Encode Number	69.7	Medium
1161	1257	 Smallest Common Region	63.4	Medium
1162	1258	 Synonymous Sentences	56.5	Medium
1163	1259	 Handshakes That Don't Cross	56.1	Hard
1164	1260	 Shift 2D Grid	68.1	Easy
1165	1261	 Find Elements in a Contaminated Binary Tree	75.7	Medium
1166	1262	 Greatest Sum Divisible by Three	50.9	Medium
1167	1263	 Minimum Moves to Move a Box to Their Target Location	48.5	Hard
1168	1265	 Print Immutable Linked List in Reverse	94.3	Medium
1169	1266	 Minimum Time Visiting All Points	79.1	Easy
1170	1267	 Count Servers that Communicate	58.5	Medium
1171	1268	 Search Suggestions System	65.3	Medium
1172	1269	 Number of Ways to Stay in the Same Place After Some Steps	43.4	Hard
1173	1271	 Hexspeak	56.5	Easy
1174	1272	 Remove Interval	61.5	Medium
1175	1273	 Delete Tree Nodes	61.0	Medium
1176	1274	 Number of Ships in a Rectangle	68.7	Hard
1177	1275	 Find Winner on a Tic Tac Toe Game	54.7	Easy
1178	1276	 Number of Burgers with No Waste of Ingredients	50.6	Medium
1179	1277	 Count Square Submatrices with All Ones	74.2	Medium
1180	1278	 Palindrome Partitioning III	60.9	Hard
1181	1281	 Subtract the Product and Sum of Digits of an Integer	86.4	Easy
1182	1282	 Group the People Given the Group Size They Belong To	85.3	Medium
1183	1283	 Find the Smallest Divisor Given a Threshold	54.1	Medium
1184	1284	 Minimum Number of Flips to Convert Binary Matrix to Zero Matrix	72.2	Hard
1185	1286	 Iterator for Combination	73.3	Medium
1186	1287	 Element Appearing More Than 25% In Sorted Array	59.5	Easy
1187	1288	 Remove Covered Intervals	57.4	Medium
1188	1289	 Minimum Falling Path Sum II	61.0	Hard
1189	1290	 Convert Binary Number in a Linked List to Integer	82.6	Easy
1190	1291	 Sequential Digits	60.9	Medium
1191	1292	 Maximum Side Length of a Square with Sum Less than or Equal to Threshold	52.7	Medium
1192	1293	 Shortest Path in a Grid with Obstacles Elimination	43.5	Hard
1193	1295	 Find Numbers with Even Number of Digits	77.1	Easy
1194	1296	 Divide Array in Sets of K Consecutive Numbers	56.5	Medium
1195	1297	 Maximum Number of Occurrences of a Substring	52.4	Medium
1196	1298	 Maximum Candies You Can Get from Boxes	60.9	Hard
1197	1299	 Replace Elements with Greatest Element on Right Side	74.5	Easy
1198	1300	 Sum of Mutated Array Closest to Target	43.0	Medium
1199	1301	 Number of Paths with Max Score	38.8	Hard
1200	1302	 Deepest Leaves Sum	87.1	Medium
1201	1304	 Find N Unique Integers Sum up to Zero	77.0	Easy
1202	1305	 All Elements in Two Binary Search Trees	79.6	Medium
1203	1306	 Jump Game III	62.8	Medium
1204	1307	 Verbal Arithmetic Puzzle	34.6	Hard
1205	1309	 Decrypt String from Alphabet to Integer Mapping	78.9	Easy
1206	1310	 XOR Queries of a Subarray	71.3	Medium
1207	1311	 Get Watched Videos by Your Friends	45.2	Medium
1208	1312	 Minimum Insertion Steps to Make a String Palindrome	63.9	Hard
1209	1313	 Decompress Run-Length Encoded List	85.9	Easy
1210	1314	 Matrix Block Sum	75.2	Medium
1211	1315	 Sum of Nodes with Even-Valued Grandparent	85.3	Medium
1212	1316	 Distinct Echo Substrings	49.9	Hard
1213	1317	 Convert Integer to the Sum of Two No-Zero Integers	56.8	Easy
1214	1318	 Minimum Flips to Make a OR b Equal to c	65.4	Medium
1215	1319	 Number of Operations to Make Network Connected	57.8	Medium
1216	1320	 Minimum Distance to Type a Word Using Two Fingers	60.2	Hard
1217	1323	 Maximum 69 Number	78.9	Easy
1218	1324	 Print Words Vertically	59.8	Medium
1219	1325	 Delete Leaves With a Given Value	74.8	Medium
1220	1326	 Minimum Number of Taps to Open to Water a Garden	48.0	Hard
1221	1328	 Break a Palindrome	52.3	Medium
1222	1329	 Sort the Matrix Diagonally	81.4	Medium
1223	1330	 Reverse Subarray To Maximize Array Value	39.0	Hard
1224	1331	 Rank Transform of an Array	58.6	Easy
1225	1332	 Remove Palindromic Subsequences	69.6	Easy
1226	1333	 Filter Restaurants by Vegan-Friendly, Price and Distance	59.0	Medium
1227	1334	 Find the City With the Smallest Number of Neighbors at a Threshold Distance	51.4	Medium
1228	1335	 Minimum Difficulty of a Job Schedule	56.3	Hard
1229	1337	 The K Weakest Rows in a Matrix	74.1	Easy
1230	1338	 Reduce Array Size to The Half	68.4	Medium
1231	1339	 Maximum Product of Splitted Binary Tree	43.0	Medium
1232	1340	 Jump Game V	62.2	Hard
1233	1342	 Number of Steps to Reduce a Number to Zero	85.5	Easy
1234	1343	 Number of Sub-arrays of Size K and Average Greater than or Equal to Threshold	67.9	Medium
1235	1344	 Angle Between Hands of a Clock	63.3	Medium
1236	1345	 Jump Game IV	44.4	Hard
1237	1346	 Check If N and Its Double Exist	35.7	Easy
1238	1347	 Minimum Number of Steps to Make Two Strings Anagram	76.4	Medium
1239	1348	 Tweet Counts Per Frequency	43.1	Medium
1240	1349	 Maximum Students Taking Exam	47.1	Hard
1241	1351	 Count Negative Numbers in a Sorted Matrix	75.2	Easy
1242	1352	 Product of the Last K Numbers	48.1	Medium
1243	1353	 Maximum Number of Events That Can Be Attended	33.4	Medium
1244	1354	 Construct Target Array With Multiple Sums	31.2	Hard
1245	1356	 Sort Integers by The Number of 1 Bits	71.4	Easy
1246	1357	 Apply Discount Every n Orders	69.0	Medium
1247	1358	 Number of Substrings Containing All Three Characters	62.1	Medium
1248	1359	 Count All Valid Pickup and Delivery Options	63.3	Hard
1249	1360	 Number of Days Between Two Dates	46.8	Easy
1250	1361	 Validate Binary Tree Nodes	41.3	Medium
1251	1362	 Closest Divisors	59.2	Medium
1252	1363	 Largest Multiple of Three	34.0	Hard
1253	1365	 How Many Numbers Are Smaller Than the Current Number	86.4	Easy
1254	1366	 Rank Teams by Votes	58.6	Medium
1255	1367	 Linked List in Binary Tree	42.9	Medium
1256	1368	 Minimum Cost to Make at Least One Valid Path in a Grid	60.8	Hard
1257	1370	 Increasing Decreasing String	77.8	Easy
1258	1371	 Find the Longest Substring Containing Vowels in Even Counts	62.6	Medium
1259	1372	 Longest ZigZag Path in a Binary Tree	58.6	Medium
1260	1373	 Maximum Sum BST in Binary Tree	38.8	Hard
1261	1374	 Generate a String With Characters That Have Odd Counts	77.4	Easy
1262	1375	 Number of Times Binary String Is Prefix-Aligned	65.7	Medium
1263	1376	 Time Needed to Inform All Employees	58.2	Medium
1264	1377	 Frog Position After T Seconds	36.2	Hard
1265	1379	 Find a Corresponding Node of a Binary Tree in a Clone of That Tree	87.5	Easy
1266	1380	 Lucky Numbers in a Matrix	70.9	Easy
1267	1381	 Design a Stack With Increment Operation	77.1	Medium
1268	1382	 Balance a Binary Search Tree	80.3	Medium
1269	1383	 Maximum Performance of a Team	41.5	Hard
1270	1385	 Find the Distance Value Between Two Arrays	65.6	Easy
1271	1386	 Cinema Seat Allocation	39.7	Medium
1272	1387	 Sort Integers by The Power Value	69.8	Medium
1273	1388	 Pizza With 3n Slices	48.9	Hard
1274	1389	 Create Target Array in the Given Order	85.6	Easy
1275	1390	 Four Divisors	40.9	Medium
1276	1391	 Check if There is a Valid Path in a Grid	46.7	Medium
1277	1392	 Longest Happy Prefix	44.5	Hard
1278	1394	 Find Lucky Integer in an Array	63.6	Easy
1279	1395	 Count Number of Teams	69.3	Medium
1280	1396	 Design Underground System	73.5	Medium
1281	1397	 Find All Good Strings	41.5	Hard
1282	1399	 Count Largest Group	66.9	Easy
1283	1400	 Construct K Palindrome Strings	63.7	Medium
1284	1401	 Circle and Rectangle Overlapping	43.7	Medium
1285	1402	 Reducing Dishes	72.4	Hard
1286	1403	 Minimum Subsequence in Non-Increasing Order	72.2	Easy
1287	1404	 Number of Steps to Reduce a Number in Binary Representation to One	51.0	Medium
1288	1405	 Longest Happy String	56.7	Medium
1289	1406	 Stone Game III	60.2	Hard
1290	1408	 String Matching in an Array	63.9	Easy
1291	1409	 Queries on a Permutation With Key	82.9	Medium
1292	1410	 HTML Entity Parser	52.6	Medium
1293	1411	 Number of Ways to Paint N × 3 Grid	61.9	Hard
1294	1413	 Minimum Value to Get Positive Step by Step Sum	68.6	Easy
1295	1414	 Find the Minimum Number of Fibonacci Numbers Whose Sum Is K	65.3	Medium
1296	1415	 The k-th Lexicographical String of All Happy Strings of Length n	71.4	Medium
1297	1416	 Restore The Array	38.0	Hard
1298	1417	 Reformat The String	56.2	Easy
1299	1418	 Display Table of Food Orders in a Restaurant	72.7	Medium
1300	1419	 Minimum Number of Frogs Croaking	49.7	Medium
1301	1420	 Build Array Where You Can Find The Maximum Exactly K Comparisons	64.2	Hard
1302	1422	 Maximum Score After Splitting a String	57.8	Easy
1303	1423	 Maximum Points You Can Obtain from Cards	50.1	Medium
1304	1424	 Diagonal Traverse II	50.1	Medium
1305	1425	 Constrained Subsequence Sum	46.8	Hard
1306	1426	 Counting Elements	59.5	Easy
1307	1427	 Perform String Shifts	54.1	Easy
1308	1428	 Leftmost Column with at Least a One	52.6	Medium
1309	1429	 First Unique Number	52.4	Medium
1310	1430	 Check If a String Is a Valid Sequence from Root to Leaves Path in a Binary Tree	45.8	Medium
1311	1431	 Kids With the Greatest Number of Candies	87.7	Easy
1312	1432	 Max Difference You Can Get From Changing an Integer	43.2	Medium
1313	1433	 Check If a String Can Break Another String	68.4	Medium
1314	1434	 Number of Ways to Wear Different Hats to Each Other	42.2	Hard
1315	1436	 Destination City	77.7	Easy
1316	1437	 Check If All 1's Are at Least Length K Places Away	59.9	Easy
1317	1438	 Longest Continuous Subarray With Absolute Diff Less Than or Equal to Limit	46.6	Medium
1318	1439	 Find the Kth Smallest Sum of a Matrix With Sorted Rows	61.6	Hard
1319	1441	 Build an Array With Stack Operations	71.0	Easy
1320	1442	 Count Triplets That Can Form Two Arrays of Equal XOR	74.8	Medium
1321	1443	 Minimum Time to Collect All Apples in a Tree	55.6	Medium
1322	1444	 Number of Ways of Cutting a Pizza	55.2	Hard
1323	1446	 Consecutive Characters	62.0	Easy
1324	1447	 Simplified Fractions	64.1	Medium
1325	1448	 Count Good Nodes in Binary Tree	73.0	Medium
1326	1449	 Form Largest Integer With Digits That Add up to Target	46.6	Hard
1327	1450	 Number of Students Doing Homework at a Given Time	76.3	Easy
1328	1451	 Rearrange Words in a Sentence	62.0	Medium
1329	1452	 People Whose List of Favorite Companies Is Not a Subset of Another List	56.6	Medium
1330	1453	 Maximum Number of Darts Inside of a Circular Dartboard	36.6	Hard
1331	1455	 Check If a Word Occurs As a Prefix of Any Word in a Sentence	64.6	Easy
1332	1456	 Maximum Number of Vowels in a Substring of Given Length	57.5	Medium
1333	1457	 Pseudo-Palindromic Paths in a Binary Tree	67.1	Medium
1334	1458	 Max Dot Product of Two Subsequences	45.3	Hard
1335	1460	 Make Two Arrays Equal by Reversing Sub-arrays	72.5	Easy
1336	1461	 Check If a String Contains All Binary Codes of Size K	54.4	Medium
1337	1462	 Course Schedule IV	48.0	Medium
1338	1463	 Cherry Pickup II	70.7	Hard
1339	1464	 Maximum Product of Two Elements in an Array	78.6	Easy
1340	1465	 Maximum Area of a Piece of Cake After Horizontal and Vertical Cuts	37.2	Medium
1341	1466	 Reorder Routes to Make All Paths Lead to the City Zero	61.0	Medium
1342	1467	 Probability of a Two Boxes Having The Same Number of Distinct Balls	61.0	Hard
1343	1469	 Find All The Lonely Nodes	81.7	Easy
1344	1470	 Shuffle the Array	88.4	Easy
1345	1471	 The k Strongest Values in an Array	59.8	Medium
1346	1472	 Design Browser History	75.1	Medium
1347	1473	 Paint House III	50.8	Hard
1348	1474	 Delete N Nodes After M Nodes of a Linked List	73.5	Easy
1349	1475	 Final Prices With a Special Discount in a Shop	75.2	Easy
1350	1476	 Subrectangle Queries	88.2	Medium
1351	1477	 Find Two Non-overlapping Sub-arrays Each With Target Sum	36.9	Medium
1352	1478	 Allocate Mailboxes	55.4	Hard
1353	1480	 Running Sum of 1d Array	89.6	Easy
1354	1481	 Least Number of Unique Integers after K Removals	60.4	Medium
1355	1482	 Minimum Number of Days to Make m Bouquets	56.2	Medium
1356	1483	 Kth Ancestor of a Tree Node	33.5	Hard
1357	1485	 Clone Binary Tree With Random Pointer	79.7	Medium
1358	1486	 XOR Operation in an Array	84.2	Easy
1359	1487	 Making File Names Unique	34.9	Medium
1360	1488	 Avoid Flood in The City	25.6	Medium
1361	1489	 Find Critical and Pseudo-Critical Edges in Minimum Spanning Tree	52.9	Hard
1362	1490	 Clone N-ary Tree	83.8	Medium
1363	1491	 Average Salary Excluding the Minimum and Maximum Salary	64.7	Easy
1364	1492	 The kth Factor of n	62.0	Medium
1365	1493	 Longest Subarray of 1's After Deleting One Element	60.1	Medium
1366	1494	 Parallel Courses II	31.7	Hard
1367	1496	 Path Crossing	55.7	Easy
1368	1497	 Check If Array Pairs Are Divisible by k	40.4	Medium
1369	1498	 Number of Subsequences That Satisfy the Given Sum Condition	39.1	Medium
1370	1499	 Max Value of Equation	46.9	Hard
1371	1500	 Design a File Sharing System	44.8	Medium
1372	1502	 Can Make Arithmetic Progression From Sequence	69.5	Easy
1373	1503	 Last Moment Before All Ants Fall Out of a Plank	54.9	Medium
1374	1504	 Count Submatrices With All Ones	58.4	Medium
1375	1505	 Minimum Possible Integer After at Most K Adjacent Swaps On Digits	37.8	Hard
1376	1506	 Find Root of N-Ary Tree	77.9	Medium
1377	1507	 Reformat Date	61.9	Easy
1378	1508	 Range Sum of Sorted Subarray Sums	59.3	Medium
1379	1509	 Minimum Difference Between Largest and Smallest Value in Three Moves	55.3	Medium
1380	1510	 Stone Game IV	60.7	Hard
1381	1512	 Number of Good Pairs	88.0	Easy
1382	1513	 Number of Substrings With Only 1s	44.4	Medium
1383	1514	 Path with Maximum Probability	46.9	Medium
1384	1515	 Best Position for a Service Centre	38.5	Hard
1385	1516	 Move Sub-Tree of N-Ary Tree	64.4	Hard
1386	1518	 Water Bottles	60.3	Easy
1387	1519	 Number of Nodes in the Sub-Tree With the Same Label	40.0	Medium
1388	1520	 Maximum Number of Non-Overlapping Substrings	37.5	Hard
1389	1521	 Find a Value of a Mysterious Function Closest to Target	43.4	Hard
1390	1522	 Diameter of N-Ary Tree	73.2	Medium
1391	1523	 Count Odd Numbers in an Interval Range	47.2	Easy
1392	1524	 Number of Sub-arrays With Odd Sum	43.4	Medium
1393	1525	 Number of Good Ways to Split a String	69.9	Medium
1394	1526	 Minimum Number of Increments on Subarrays to Form a Target Array	68.1	Hard
1395	1528	 Shuffle String	85.7	Easy
1396	1529	 Minimum Suffix Flips	72.4	Medium
1397	1530	 Number of Good Leaf Nodes Pairs	59.8	Medium
1398	1531	 String Compression II	38.1	Hard
1399	1533	 Find the Index of the Large Integer	50.5	Medium
1400	1534	 Count Good Triplets	80.6	Easy
1401	1535	 Find the Winner of an Array Game	48.8	Medium
1402	1536	 Minimum Swaps to Arrange a Binary Grid	45.9	Medium
1403	1537	 Get the Maximum Score	39.2	Hard
1404	1538	 Guess the Majority in a Hidden Array	62.6	Medium
1405	1539	 Kth Missing Positive Number	55.6	Easy
1406	1540	 Can Convert String in K Moves	32.6	Medium
1407	1541	 Minimum Insertions to Balance a Parentheses String	49.4	Medium
1408	1542	 Find Longest Awesome Substring	40.9	Hard
1409	1544	 Make The String Great	56.5	Easy
1410	1545	 Find Kth Bit in Nth Binary String	58.2	Medium
1411	1546	 Maximum Number of Non-Overlapping Subarrays With Sum Equals Target	46.7	Medium
1412	1547	 Minimum Cost to Cut a Stick	55.2	Hard
1413	1548	 The Most Similar Path in a Graph	56.8	Hard
1414	1550	 Three Consecutive Odds	64.0	Easy
1415	1551	 Minimum Operations to Make Array Equal	80.9	Medium
1416	1552	 Magnetic Force Between Two Balls	55.2	Medium
1417	1553	 Minimum Number of Days to Eat N Oranges	33.0	Hard
1418	1554	 Strings Differ by One Character	50.9	Medium
1419	1556	 Thousand Separator	55.8	Easy
1420	1557	 Minimum Number of Vertices to Reach All Nodes	78.8	Medium
1421	1558	 Minimum Numbers of Function Calls to Make Target Array	64.2	Medium
1422	1559	 Detect Cycles in 2D Grid	48.0	Medium
1423	1560	 Most Visited Sector in  a Circular Track	58.2	Easy
1424	1561	 Maximum Number of Coins You Can Get	78.3	Medium
1425	1562	 Find Latest Group of Size M	41.2	Medium
1426	1563	 Stone Game V	40.9	Hard
1427	1564	 Put Boxes Into the Warehouse I	64.5	Medium
1428	1566	 Detect Pattern of Length M Repeated K or More Times	43.6	Easy
1429	1567	 Maximum Length of Subarray With Positive Product	43.1	Medium
1430	1568	 Minimum Number of Days to Disconnect Island	48.4	Hard
1431	1569	 Number of Ways to Reorder Array to Get Same BST	49.1	Hard
1432	1570	 Dot Product of Two Sparse Vectors	90.3	Medium
1433	1572	 Matrix Diagonal Sum	79.3	Easy
1434	1573	 Number of Ways to Split a String	32.1	Medium
1435	1574	 Shortest Subarray to be Removed to Make Array Sorted	35.8	Medium
1436	1575	 Count All Possible Routes	57.5	Hard
1437	1576	 Replace All ?'s to Avoid Consecutive Repeating Characters	49.6	Easy
1438	1577	 Number of Ways Where Square of Number Is Equal to Product of Two Numbers	39.4	Medium
1439	1578	 Minimum Time to Make Rope Colorful	61.2	Medium
1440	1579	 Remove Max Number of Edges to Keep Graph Fully Traversable	51.3	Hard
1441	1580	 Put Boxes Into the Warehouse II	63.5	Medium
1442	1582	 Special Positions in a Binary Matrix	65.0	Easy
1443	1583	 Count Unhappy Friends	58.2	Medium
1444	1584	 Min Cost to Connect All Points	64.3	Medium
1445	1585	 Check If String Is Transformable With Substring Sort Operations	48.4	Hard
1446	1586	 Binary Search Tree Iterator II	70.5	Medium
1447	1588	 Sum of All Odd Length Subarrays	83.5	Easy
1448	1589	 Maximum Sum Obtained of Any Permutation	36.7	Medium
1449	1590	 Make Sum Divisible by P	28.1	Medium
1450	1591	 Strange Printer II	57.1	Hard
1451	1592	 Rearrange Spaces Between Words	43.9	Easy
1452	1593	 Split a String Into the Max Number of Unique Substrings	54.5	Medium
1453	1594	 Maximum Non Negative Product in a Matrix	33.1	Medium
1454	1595	 Minimum Cost to Connect Two Groups of Points	45.9	Hard
1455	1597	 Build Binary Expression Tree From Infix Expression	60.7	Hard
1456	1598	 Crawler Log Folder	64.4	Easy
1457	1599	 Maximum Profit of Operating a Centennial Wheel	43.9	Medium
1458	1600	 Throne Inheritance	63.1	Medium
1459	1601	 Maximum Number of Achievable Transfer Requests	50.8	Hard
1460	1602	 Find Nearest Right Node in Binary Tree	75.4	Medium
1461	1603	 Design Parking System	87.6	Easy
1462	1604	 Alert Using Same Key-Card Three or More Times in a One Hour Period	47.1	Medium
1463	1605	 Find Valid Matrix Given Row and Column Sums	78.3	Medium
1464	1606	 Find Servers That Handled Most Number of Requests	41.1	Hard
1465	1608	 Special Array With X Elements Greater Than or Equal X	60.5	Easy
1466	1609	 Even Odd Tree	53.1	Medium
1467	1610	 Maximum Number of Visible Points	36.9	Hard
1468	1611	 Minimum One Bit Operations to Make Integers Zero	62.5	Hard
1469	1612	 Check If Two Expression Trees are Equivalent	69.5	Medium
1470	1614	 Maximum Nesting Depth of the Parentheses	82.7	Easy
1471	1615	 Maximal Network Rank	57.0	Medium
1472	1616	 Split Two Strings to Make Palindrome	31.3	Medium
1473	1617	 Count Subtrees With Max Distance Between Cities	65.5	Hard
1474	1618	 Maximum Font to Fit a Sentence in a Screen	58.1	Medium
1475	1619	 Mean of Array After Removing Some Elements	64.5	Easy
1476	1620	 Coordinate With Maximum Network Quality	37.1	Medium
1477	1621	 Number of Sets of K Non-Overlapping Line Segments	42.5	Medium
1478	1622	 Fancy Sequence	15.6	Hard
1479	1624	 Largest Substring Between Two Equal Characters	59.4	Easy
1480	1625	 Lexicographically Smallest String After Applying Operations	65.9	Medium
1481	1626	 Best Team With No Conflicts	40.7	Medium
1482	1627	 Graph Connectivity With Threshold	44.7	Hard
1483	1628	 Design an Expression Tree With Evaluate Function	81.9	Medium
1484	1629	 Slowest Key	59.6	Easy
1485	1630	 Arithmetic Subarrays	79.0	Medium
1486	1631	 Path With Minimum Effort	55.1	Medium
1487	1632	 Rank Transform of a Matrix	40.7	Hard
1488	1634	 Add Two Polynomials Represented as Linked Lists	53.5	Medium
1489	1636	 Sort Array by Increasing Frequency	68.4	Easy
1490	1637	 Widest Vertical Area Between Two Points Containing No Points	84.0	Medium
1491	1638	 Count Substrings That Differ by One Character	71.9	Medium
1492	1639	 Number of Ways to Form a Target String Given a Dictionary	42.6	Hard
1493	1640	 Check Array Formation Through Concatenation	55.9	Easy
1494	1641	 Count Sorted Vowel Strings	77.6	Medium
1495	1642	 Furthest Building You Can Reach	45.2	Medium
1496	1643	 Kth Smallest Instructions	45.8	Hard
1497	1644	 Lowest Common Ancestor of a Binary Tree II	59.0	Medium
1498	1646	 Get Maximum in Generated Array	50.8	Easy
1499	1647	 Minimum Deletions to Make Character Frequencies Unique	56.4	Medium
1500	1648	 Sell Diminishing-Valued Colored Balls	30.9	Medium
1501	1649	 Create Sorted Array through Instructions	37.3	Hard
1502	1650	 Lowest Common Ancestor of a Binary Tree III	77.4	Medium
1503	1652	 Defuse the Bomb	60.9	Easy
1504	1653	 Minimum Deletions to Make String Balanced	57.2	Medium
1505	1654	 Minimum Jumps to Reach Home	27.3	Medium
1506	1655	 Distribute Repeating Integers	40.2	Hard
1507	1656	 Design an Ordered Stream	84.0	Easy
1508	1657	 Determine if Two Strings Are Close	54.5	Medium
1509	1658	 Minimum Operations to Reduce X to Zero	33.6	Medium
1510	1659	 Maximize Grid Happiness	37.7	Hard
1511	1660	 Correct a Binary Tree	72.7	Medium
1512	1662	 Check If Two String Arrays are Equivalent	81.9	Easy
1513	1663	 Smallest String With A Given Numeric Value	67.0	Medium
1514	1664	 Ways to Make a Fair Array	63.3	Medium
1515	1665	 Minimum Initial Energy to Finish Tasks	55.8	Hard
1516	1666	 Change the Root of a Binary Tree	68.4	Medium
1517	1668	 Maximum Repeating Substring	39.6	Easy
1518	1669	 Merge In Between Linked Lists	74.5	Medium
1519	1670	 Design Front Middle Back Queue	55.7	Medium
1520	1671	 Minimum Number of Removals to Make Mountain Array	43.0	Hard
1521	1672	 Richest Customer Wealth	89.1	Easy
1522	1673	 Find the Most Competitive Subsequence	48.5	Medium
1523	1674	 Minimum Moves to Make Array Complementary	38.1	Medium
1524	1675	 Minimize Deviation in Array	52.5	Hard
1525	1676	 Lowest Common Ancestor of a Binary Tree IV	79.4	Medium
1526	1678	 Goal Parser Interpretation	85.8	Easy
1527	1679	 Max Number of K-Sum Pairs	57.6	Medium
1528	1680	 Concatenation of Consecutive Binary Numbers	52.6	Medium
1529	1681	 Minimum Incompatibility	37.1	Hard
1530	1682	 Longest Palindromic Subsequence II	50.7	Medium
1531	1684	 Count the Number of Consistent Strings	81.9	Easy
1532	1685	 Sum of Absolute Differences in a Sorted Array	65.7	Medium
1533	1686	 Stone Game VI	53.8	Medium
1534	1687	 Delivering Boxes from Storage to Ports	37.8	Hard
1535	1688	 Count of Matches in Tournament	82.8	Easy
1536	1689	 Partitioning Into Minimum Number Of Deci-Binary Numbers	87.8	Medium
1537	1690	 Stone Game VII	58.7	Medium
1538	1691	 Maximum Height by Stacking Cuboids 	53.9	Hard
1539	1692	 Count Ways to Distribute Candies	61.3	Hard
1540	1694	 Reformat Phone Number	65.0	Easy
1541	1695	 Maximum Erasure Value	52.4	Medium
1542	1696	 Jump Game VI	42.8	Medium
1543	1697	 Checking Existence of Edge Length Limited Paths	48.9	Hard
1544	1698	 Number of Distinct Substrings in a String	62.0	Medium
1545	1700	 Number of Students Unable to Eat Lunch	67.6	Easy
1546	1701	 Average Waiting Time	61.8	Medium
1547	1702	 Maximum Binary String After Change	45.3	Medium
1548	1703	 Minimum Adjacent Swaps for K Consecutive Ones	41.4	Hard
1549	1704	 Determine if String Halves Are Alike	77.9	Easy
1550	1705	 Maximum Number of Eaten Apples	36.5	Medium
1551	1706	 Where Will the Ball Fall	66.5	Medium
1552	1707	 Maximum XOR With an Element From Array	43.3	Hard
1553	1708	 Largest Subarray Length K	63.6	Easy
1554	1710	 Maximum Units on a Truck	72.0	Easy
1555	1711	 Count Good Meals	28.6	Medium
1556	1712	 Ways to Split Array Into Three Subarrays	31.7	Medium
1557	1713	 Minimum Operations to Make a Subsequence	48.9	Hard
1558	1714	 Sum Of Special Evenly-Spaced Elements In Array	51.6	Hard
1559	1716	 Calculate Money in Leetcode Bank	65.0	Easy
1560	1717	 Maximum Score From Removing Substrings	45.3	Medium
1561	1718	 Construct the Lexicographically Largest Valid Sequence	51.5	Medium
1562	1719	 Number Of Ways To Reconstruct A Tree	42.5	Hard
1563	1720	 Decode XORed Array	85.9	Easy
1564	1721	 Swapping Nodes in a Linked List	68.3	Medium
1565	1722	 Minimize Hamming Distance After Swap Operations	48.2	Medium
1566	1723	 Find Minimum Time to Finish All Jobs	43.0	Hard
1567	1724	 Checking Existence of Edge Length Limited Paths II	52.3	Hard
1568	1725	 Number Of Rectangles That Can Form The Largest Square	78.8	Easy
1569	1726	 Tuple with Same Product	60.5	Medium
1570	1727	 Largest Submatrix With Rearrangements	60.5	Medium
1571	1728	 Cat and Mouse II	41.3	Hard
1572	1730	 Shortest Path to Get Food	54.4	Medium
1573	1732	 Find the Highest Altitude	78.9	Easy
1574	1733	 Minimum Number of People to Teach	40.8	Medium
1575	1734	 Decode XORed Permutation	61.0	Medium
1576	1735	 Count Ways to Make Array With Product	49.3	Hard
1577	1736	 Latest Time by Replacing Hidden Digits	42.1	Easy
1578	1737	 Change Minimum Characters to Satisfy One of Three Conditions	34.5	Medium
1579	1738	 Find Kth Largest XOR Coordinate Value	61.9	Medium
1580	1739	 Building Boxes	51.1	Hard
1581	1740	 Find Distance in a Binary Tree	68.4	Medium
1582	1742	 Maximum Number of Balls in a Box	73.8	Easy
1583	1743	 Restore the Array From Adjacent Pairs	68.2	Medium
1584	1744	 Can You Eat Your Favorite Candy on Your Favorite Day?	32.4	Medium
1585	1745	 Palindrome Partitioning IV	48.7	Hard
1586	1746	 Maximum Subarray Sum After One Operation	61.7	Medium
1587	1748	 Sum of Unique Elements	75.6	Easy
1588	1749	 Maximum Absolute Sum of Any Subarray	57.2	Medium
1589	1750	 Minimum Length of String After Deleting Similar Ends	43.2	Medium
1590	1751	 Maximum Number of Events That Can Be Attended II	54.9	Hard
1591	1752	 Check if Array Is Sorted and Rotated	48.0	Easy
1592	1753	 Maximum Score From Removing Stones	65.3	Medium
1593	1754	 Largest Merge Of Two Strings	44.1	Medium
1594	1755	 Closest Subsequence Sum	36.2	Hard
